timestamp,ina219_voltage,ina219_current,ina219_power,acs712_1_current,acs712_2_current,load1_power,load2_power,relay1_state,relay2_state,battery_soc,total_load_power,grid_connected,hour
2025-11-30T16:38:05.934612,0,0,0,0.0,0.287,0.0,3.45,1,1,74.99905777777774,3.45,1,16
2025-11-30T16:38:11.974050,0,0,0,0.34,0.0,4.08,0.0,1,1,74.99905551111107,4.08,1,16
2025-11-30T16:38:19.013381,0,0,0,0.208,0.446,2.5,5.35,0,1,74.99905114999996,7.85,1,16
2025-11-30T16:38:25.064122,0,0,0,0.34,0.367,4.08,4.4,1,1,74.99904643888884,8.48,1,16
2025-11-30T16:38:31.104447,0,0,0,0.0,0.578,0.0,6.94,1,1,74.99904258333328,6.94,1,16
2025-11-30T16:38:37.146345,0,0,0,0.182,0.0,2.18,0.0,1,1,74.99904137222217,2.18,1,16
2025-11-30T16:38:43.187560,0,0,0,0.287,0.367,3.45,4.4,1,1,74.99903701111106,7.8500000000000005,1,16
2025-11-30T16:38:49.230925,0,0,0,0.367,0.393,4.4,4.72,1,1,74.99903194444438,9.120000000000001,1,16
2025-11-30T16:38:54.264178,0,0,0,0.208,0.0,2.5,0.0,1,1,74.99903055555549,2.5,1,16
2025-11-30T16:39:00.299168,0,0,0,0.0,0.419,0.0,5.03,0,1,74.99902776111105,5.03,1,16
2025-11-30T16:39:05.339611,0,0,0,0.314,0.34,3.77,4.08,1,1,74.99902339999994,7.85,1,16
2025-11-30T16:39:11.379049,0,0,0,0.0,0.261,0.0,3.13,0,1,74.99902166111106,3.13,1,16
2025-11-30T16:39:17.423904,0,0,0,0.34,0.287,4.08,3.45,1,1,74.99901747777773,7.53,1,16
